cliente_id,edad,genero,region,zona,tipo_cliente,es_digital,uso_app,uso_whatsapp,interaccion_digital_score,canal_whatsapp,canal_sms,canal_llamada,canal_campo,score_riesgo,prob_default,num_atrasos_previos,dias_mora_promedio,ratio_pago,ultimo_pago_dias
2644,24,M,Centro,urbano,nuevo,1,0.82,1,28,1,1,1,1,799,0.311,2,51,0.01,68
2645,59,M,Centro,urbano,recurrente,0,0.48,1,99,1,1,1,0,845,0.449,1,22,0.59,70
2646,60,F,Norte,urbano,recurrente,0,0.96,1,83,1,0,1,1,707,0.581,4,53,0.78,25
2647,37,M,Norte,urbano,recurrente,1,0.43,1,36,1,1,1,1,758,0.033,3,30,0.65,88
2648,57,F,Sur,urbano,recurrente,0,0.41,1,19,1,1,1,1,404,0.347,2,38,0.98,71
2649,59,F,Centro,urbano,recurrente,1,0.0,0,32,0,0,1,0,471,0.276,2,32,0.7,15
2650,49,M,Sur,urbano,recurrente,1,0.96,0,62,0,1,1,0,696,0.378,4,28,0.43,69
2651,56,F,Norte,rural,recurrente,1,0.52,1,34,1,1,1,1,622,0.562,2,30,0.83,63
2652,58,M,Norte,urbano,recurrente,0,0.57,0,84,0,1,1,1,345,0.953,3,30,0.29,52
2653,59,F,Norte,urbano,recurrente,1,0.36,1,35,1,0,1,0,847,0.693,2,43,0.26,34
2654,57,M,Lima,urbano,recurrente,1,0.89,1,85,1,1,1,1,653,0.951,2,0,0.62,64
2655,55,M,Lima,urbano,nuevo,0,0.36,0,13,0,1,1,1,550,0.734,4,52,0.35,12
2656,27,F,Norte,urbano,nuevo,1,0.42,0,54,0,0,1,0,316,0.747,1,33,0.59,67
2657,47,M,Norte,urbano,recurrente,1,0.97,0,96,0,1,1,0,818,0.058,4,17,0.28,14
2658,48,F,Lima,urbano,recurrente,0,0.98,1,55,1,1,1,1,666,0.677,1,46,0.0,4
2659,42,M,Norte,rural,recurrente,0,0.4,0,16,0,1,1,1,726,0.091,4,7,0.1,29
2660,34,F,Norte,rural,nuevo,1,0.82,1,51,1,1,1,1,710,0.935,3,50,0.97,75
2661,27,M,Lima,urbano,nuevo,1,0.92,1,4,1,1,1,0,407,0.487,2,4,0.15,68
2662,57,M,Lima,urbano,recurrente,1,1.0,1,72,1,0,1,1,358,0.329,1,20,0.9,49
2663,42,M,Lima,urbano,nuevo,1,0.56,0,32,0,1,1,0,802,0.552,1,33,0.14,59
2664,25,F,Norte,urbano,recurrente,0,0.04,1,91,1,1,1,0,716,0.582,4,56,0.6,78
2665,22,F,Norte,urbano,recurrente,1,0.22,1,23,1,1,1,0,813,0.791,4,10,0.32,38
2666,47,M,Centro,urbano,nuevo,0,0.36,1,96,1,1,1,1,759,0.33,2,2,0.71,81
2667,41,M,Norte,urbano,recurrente,0,0.21,1,38,1,1,1,0,731,0.34,1,28,0.43,15
2668,58,M,Norte,urbano,recurrente,1,0.46,1,93,1,1,1,0,631,0.821,1,18,0.15,45
2669,35,F,Lima,urbano,recurrente,1,0.13,1,10,1,1,1,0,320,0.448,1,13,0.89,55
2670,41,M,Sur,rural,nuevo,1,0.73,1,43,1,1,1,0,770,0.103,3,35,0.76,47
2671,30,M,Norte,urbano,recurrente,1,0.78,1,23,1,1,1,1,492,0.647,2,14,0.01,58
2672,43,M,Norte,urbano,nuevo,0,0.3,0,44,0,1,1,0,658,0.05,5,3,0.91,20
2673,59,F,Norte,urbano,recurrente,0,0.95,0,84,0,0,1,0,723,0.81,5,11,0.44,85
2674,25,M,Centro,urbano,nuevo,1,0.72,0,38,0,1,1,0,767,0.653,2,51,0.09,7
2675,21,M,Lima,urbano,nuevo,0,0.02,1,98,1,1,1,0,320,0.482,2,17,0.65,83
2676,33,F,Centro,rural,nuevo,1,0.04,1,64,1,1,1,1,482,0.916,0,59,0.35,21
2677,41,M,Centro,urbano,recurrente,0,0.86,1,18,1,0,1,0,378,0.966,2,36,0.05,5
2678,46,F,Sur,rural,recurrente,0,0.98,1,75,1,1,1,0,411,0.016,2,10,0.58,2
2679,65,F,Norte,urbano,nuevo,0,0.79,1,67,1,1,1,0,304,0.481,0,6,0.53,19
2680,41,F,Centro,urbano,nuevo,1,0.86,1,81,1,1,1,0,634,0.528,3,5,0.4,86
2681,38,F,Centro,rural,recurrente,1,0.15,1,50,1,0,1,0,712,0.348,4,40,0.69,24
2682,57,F,Centro,urbano,recurrente,1,0.93,0,17,0,1,1,0,612,0.825,1,24,0.27,30
2683,65,M,Lima,rural,nuevo,1,0.99,1,66,1,0,1,1,443,0.026,2,6,0.81,86
2684,52,M,Norte,rural,nuevo,1,0.58,1,45,1,1,1,0,692,0.386,4,20,0.93,32
2685,56,M,Centro,urbano,nuevo,0,0.84,0,50,1,0,1,0,706,0.305,1,53,0.67,43
2686,37,M,Norte,rural,nuevo,1,0.61,1,72,1,1,1,1,497,0.966,2,24,0.35,28
2687,55,M,Norte,urbano,recurrente,1,0.18,0,34,1,1,1,1,665,0.173,2,48,0.74,51
2688,69,M,Sur,urbano,nuevo,1,0.93,1,34,1,1,1,1,457,0.329,3,54,0.59,28
2689,31,M,Lima,urbano,recurrente,1,0.97,1,12,1,1,1,0,554,0.418,1,17,0.35,74
2690,41,M,Centro,urbano,nuevo,1,0.38,1,66,1,1,1,1,427,0.572,2,11,0.94,62
2691,46,F,Centro,rural,recurrente,0,0.45,1,59,1,1,1,0,555,0.076,2,26,0.36,84
2692,24,M,Sur,urbano,recurrente,1,0.77,1,45,1,1,1,1,528,0.189,1,51,0.6,87
2693,54,M,Centro,urbano,recurrente,1,0.05,0,87,0,1,1,0,408,0.199,4,5,0.83,77
2694,68,F,Lima,urbano,recurrente,1,0.75,1,84,1,1,1,0,496,0.103,2,37,0.96,24
2695,38,M,Centro,urbano,recurrente,1,0.37,1,96,1,1,1,1,704,0.982,0,24,0.25,34
2696,60,F,Lima,rural,recurrente,1,0.86,0,90,0,1,1,1,312,0.367,3,22,0.39,80
2697,55,M,Centro,rural,nuevo,1,0.33,0,10,0,1,1,0,742,0.894,2,11,0.96,19
2698,61,M,Norte,rural,nuevo,1,0.59,1,53,1,0,1,0,616,0.276,4,22,0.98,85
2699,49,F,Norte,urbano,recurrente,1,0.89,1,14,1,0,1,0,505,0.26,5,43,0.4,23
2700,49,M,Sur,urbano,nuevo,1,0.17,1,65,1,0,1,0,845,0.319,5,59,0.4,2
2701,58,F,Centro,urbano,recurrente,1,0.91,1,38,1,1,1,1,406,0.426,2,47,0.06,45
2702,62,F,Centro,urbano,recurrente,0,0.58,1,25,1,0,1,1,794,0.331,2,14,0.41,50
2703,41,F,Lima,urbano,recurrente,1,0.95,0,11,0,1,1,1,682,0.07,4,33,0.51,26
2704,62,M,Centro,rural,recurrente,1,0.44,1,84,1,0,1,1,537,0.645,4,4,0.86,34
2705,33,F,Sur,urbano,recurrente,0,0.27,1,94,1,1,1,0,845,0.409,2,9,0.37,61
2706,69,F,Centro,urbano,recurrente,1,0.3,1,78,1,0,1,1,398,0.631,1,54,0.34,7
2707,61,M,Norte,rural,recurrente,0,0.05,1,62,1,0,1,1,791,0.217,4,50,0.69,44
2708,37,F,Sur,rural,recurrente,1,0.6,1,93,1,1,1,0,417,0.324,1,12,0.26,3
2709,29,F,Norte,rural,nuevo,0,0.91,0,35,1,1,1,1,351,0.964,1,33,0.47,84
2710,61,M,Sur,urbano,nuevo,1,0.89,1,19,1,1,1,0,440,0.102,2,6,0.73,19
2711,21,M,Sur,urbano,recurrente,1,0.4,1,86,1,1,1,1,333,0.407,5,30,0.38,81
2712,22,M,Sur,rural,recurrente,1,0.86,0,53,1,1,1,0,523,0.586,0,51,0.74,65
2713,68,F,Sur,urbano,recurrente,1,0.44,1,50,1,1,1,0,696,0.193,1,17,0.17,70
2714,49,F,Lima,rural,nuevo,0,0.65,0,25,0,0,1,0,379,0.616,5,13,0.89,55
2715,53,M,Sur,urbano,recurrente,0,0.37,1,9,1,0,1,0,532,0.455,1,26,0.03,26
2716,30,F,Norte,rural,recurrente,1,0.32,1,34,1,1,1,0,636,0.128,2,35,0.1,7
2717,60,F,Centro,urbano,nuevo,1,0.73,1,5,1,1,1,1,381,0.533,2,43,0.61,87
2718,41,M,Lima,urbano,recurrente,1,0.93,0,6,0,1,1,1,741,0.791,3,39,0.61,18
2719,48,M,Lima,urbano,recurrente,1,0.41,0,44,0,0,1,0,391,0.668,0,36,0.43,63
2720,31,M,Lima,rural,recurrente,1,0.98,0,33,0,1,1,0,401,0.032,2,58,0.42,31
2721,54,F,Centro,urbano,recurrente,0,0.49,1,14,1,0,1,1,552,0.295,2,33,0.83,29
2722,28,M,Centro,urbano,recurrente,1,0.43,1,71,1,1,1,1,686,0.342,2,9,0.08,33
2723,42,F,Lima,urbano,recurrente,1,0.72,1,76,1,1,1,0,555,0.946,1,12,0.56,83
2724,28,M,Lima,urbano,recurrente,0,0.98,1,91,1,1,1,0,679,0.137,2,13,0.15,3
2725,69,F,Sur,urbano,recurrente,1,0.94,1,76,1,1,1,0,428,0.549,1,15,0.3,82
2726,35,M,Sur,rural,recurrente,1,0.37,1,98,1,1,1,1,324,0.72,1,10,0.46,40
2727,37,F,Centro,urbano,nuevo,1,0.97,0,6,0,1,1,0,621,0.817,4,22,0.84,1
2728,43,F,Sur,urbano,nuevo,1,0.48,0,43,0,1,1,1,683,0.843,3,30,0.38,12
2729,44,F,Norte,urbano,recurrente,1,0.45,1,48,1,1,1,1,731,0.167,2,48,0.18,10
2730,65,F,Norte,urbano,recurrente,0,0.3,1,48,1,1,1,1,331,0.545,0,58,0.79,1
2731,39,F,Sur,rural,nuevo,1,0.54,1,92,1,1,1,0,741,0.828,1,56,0.22,25
2732,25,F,Sur,rural,nuevo,0,0.04,0,3,0,0,1,1,613,0.826,2,54,0.08,51
2733,52,F,Lima,urbano,nuevo,0,0.21,1,19,1,1,1,0,667,0.863,1,55,0.1,85
2734,64,M,Sur,rural,nuevo,1,0.63,1,26,1,1,1,1,603,0.943,1,46,0.23,3
2735,21,F,Norte,rural,nuevo,0,0.17,1,45,1,1,1,1,509,0.312,0,20,0.79,69
2736,43,F,Centro,urbano,recurrente,1,0.14,1,6,1,1,1,1,607,0.58,2,56,0.7,72
2737,57,F,Centro,urbano,recurrente,0,0.36,1,43,1,1,1,1,688,0.299,3,40,0.26,20
2738,28,F,Lima,rural,recurrente,1,0.41,1,28,1,1,1,0,789,0.991,4,17,0.7,46
2739,33,F,Centro,urbano,recurrente,1,0.81,1,3,1,1,1,0,354,0.804,3,15,0.19,8
2740,28,M,Sur,urbano,nuevo,1,0.68,0,3,1,1,1,0,618,0.61,3,44,0.5,34
2741,43,M,Lima,urbano,recurrente,1,0.9,0,99,1,0,1,0,616,0.806,3,10,0.19,62
2742,63,M,Sur,urbano,nuevo,1,0.5,1,99,1,1,1,1,512,0.483,3,25,0.05,16
2743,21,F,Centro,urbano,nuevo,0,0.49,1,11,1,0,1,0,625,0.764,1,44,0.82,50
2744,65,F,Sur,urbano,recurrente,1,0.63,1,88,1,1,1,0,611,0.656,1,40,0.68,59
2745,44,F,Lima,urbano,recurrente,1,0.56,1,59,1,1,1,1,444,0.102,4,5,0.13,55
2746,55,M,Lima,urbano,nuevo,0,0.05,0,53,0,0,1,0,477,0.729,3,45,0.39,4
2747,44,M,Norte,urbano,recurrente,1,0.6,1,62,1,1,1,0,799,0.582,4,3,0.45,22
2748,37,M,Centro,urbano,recurrente,1,0.97,1,69,1,1,1,1,462,0.292,1,43,0.11,10
2749,25,F,Sur,urbano,nuevo,0,0.24,1,31,1,1,1,0,462,0.296,3,25,0.35,87
2750,40,F,Norte,urbano,recurrente,1,1.0,1,77,1,1,1,1,420,0.77,3,21,0.02,56
2751,41,F,Norte,urbano,nuevo,0,0.59,1,43,1,1,1,0,748,0.69,2,32,0.67,76
2752,60,F,Centro,urbano,recurrente,1,0.02,1,23,1,1,1,1,797,0.621,2,44,0.59,52
2753,51,M,Sur,rural,recurrente,1,0.64,1,67,1,0,1,1,503,0.656,2,32,0.18,73
2754,66,M,Centro,urbano,recurrente,1,0.0,0,95,1,1,1,1,618,0.676,3,12,0.73,39
2755,56,M,Sur,rural,nuevo,1,0.42,1,57,1,1,1,1,408,0.505,3,36,0.25,11
2756,31,M,Norte,urbano,nuevo,1,0.98,1,46,1,1,1,0,544,0.597,0,35,0.56,8
2757,35,M,Norte,rural,nuevo,1,0.62,0,59,0,0,1,0,347,0.462,4,50,0.26,22
2758,39,F,Norte,rural,recurrente,0,0.65,1,70,1,1,1,0,561,0.737,4,32,0.6,29
2759,27,M,Sur,rural,recurrente,1,0.26,0,68,0,1,1,1,448,0.278,2,32,0.73,41
2760,48,F,Lima,urbano,recurrente,1,0.19,1,8,1,1,1,1,530,0.62,3,59,0.48,55
2761,63,F,Centro,urbano,nuevo,1,0.77,0,87,0,1,1,0,366,0.114,2,17,0.45,31
2762,25,M,Sur,urbano,nuevo,1,0.02,1,28,1,1,1,1,473,0.417,2,36,0.54,26
2763,25,M,Centro,urbano,nuevo,1,0.74,1,84,1,1,1,0,834,0.008,0,52,0.79,27
2764,50,F,Centro,urbano,recurrente,0,0.35,1,96,1,1,1,1,344,0.531,3,9,0.37,43
2765,52,F,Norte,urbano,recurrente,1,0.98,0,97,0,1,1,0,353,0.818,1,36,0.87,56
2766,28,F,Centro,urbano,nuevo,1,0.46,1,86,1,1,1,1,780,0.918,1,28,0.1,70
2767,30,F,Lima,urbano,recurrente,1,0.25,1,54,1,1,1,0,409,0.881,0,16,1.0,24
2768,58,M,Sur,urbano,recurrente,1,0.18,1,80,1,1,1,1,495,0.725,6,23,0.33,11
2769,67,F,Lima,rural,recurrente,1,0.88,1,23,1,0,1,1,344,0.307,2,59,0.26,37
2770,52,M,Lima,rural,recurrente,1,0.48,1,92,1,0,1,0,600,0.329,3,59,0.75,63
2771,68,M,Norte,rural,nuevo,1,0.73,1,92,1,1,1,0,532,0.046,1,58,0.67,76
2772,48,M,Sur,urbano,recurrente,1,0.86,1,94,1,0,1,1,779,0.325,1,49,0.93,79
2773,37,M,Sur,urbano,nuevo,0,0.66,1,82,1,1,1,1,841,0.996,4,19,0.99,57
2774,51,F,Lima,urbano,recurrente,1,0.08,1,87,1,1,1,0,839,0.516,2,31,0.19,26
2775,28,F,Sur,urbano,nuevo,0,0.78,1,64,1,1,1,0,595,0.665,2,10,0.01,71
2776,60,M,Centro,rural,nuevo,1,0.42,1,63,1,0,1,1,702,0.057,0,57,0.85,49
2777,45,F,Sur,urbano,recurrente,0,0.63,0,54,1,0,1,1,837,0.442,2,21,0.32,70
2778,29,M,Sur,rural,recurrente,1,0.24,0,67,1,0,1,0,716,0.657,1,29,0.49,56
2779,22,M,Centro,urbano,recurrente,1,0.05,1,64,1,1,1,0,736,0.408,2,25,0.53,4
2780,35,F,Centro,urbano,nuevo,0,0.61,1,18,1,1,1,0,505,0.916,6,33,0.36,55
2781,23,F,Centro,rural,recurrente,1,0.45,1,52,1,1,1,1,616,0.141,0,48,0.14,41
2782,69,F,Centro,urbano,recurrente,1,0.55,1,15,1,1,1,1,704,0.218,5,58,0.18,70
2783,56,F,Sur,rural,recurrente,1,0.94,0,54,0,1,1,0,578,0.993,1,22,0.85,24
2784,24,M,Norte,rural,nuevo,1,0.43,1,61,1,1,1,1,788,0.974,2,34,0.28,17
2785,34,M,Norte,urbano,recurrente,0,0.65,1,94,1,0,1,0,567,0.113,2,58,0.81,84
2786,61,M,Centro,rural,recurrente,1,0.66,0,1,1,1,1,1,513,0.619,0,39,0.6,20
2787,61,F,Sur,urbano,recurrente,0,0.56,1,78,1,1,1,0,509,0.115,3,48,0.28,50
2788,45,F,Sur,urbano,recurrente,1,0.49,1,48,1,0,1,0,788,0.344,1,18,0.29,57
2789,30,M,Sur,urbano,recurrente,0,0.36,1,98,1,1,1,0,518,0.134,1,31,0.1,53
2790,41,F,Sur,urbano,recurrente,1,0.76,0,88,0,1,1,0,663,0.467,0,45,0.85,83
2791,56,M,Sur,urbano,recurrente,1,0.57,0,28,0,1,1,0,571,0.283,0,22,0.36,51
2792,32,M,Norte,urbano,nuevo,1,0.69,1,47,1,1,1,0,607,0.018,2,20,0.22,33
2793,47,M,Lima,urbano,recurrente,0,0.1,1,59,1,1,1,0,396,0.398,2,45,0.17,55
2794,60,F,Lima,urbano,recurrente,1,0.09,0,5,1,1,1,0,603,0.145,0,14,0.63,79
2795,22,F,Lima,urbano,nuevo,0,0.59,1,8,1,1,1,1,308,0.28,3,13,0.32,29
2796,33,M,Centro,rural,recurrente,1,0.23,0,19,0,1,1,0,375,0.988,4,6,0.35,4
2797,52,F,Centro,urbano,recurrente,1,0.57,0,63,0,0,1,0,330,0.285,0,2,0.11,0
2798,51,F,Norte,urbano,nuevo,1,0.01,1,80,1,1,1,1,504,0.647,3,20,0.3,6
2799,36,F,Norte,rural,nuevo,0,0.42,0,53,1,1,1,0,586,0.257,2,40,0.22,62
2800,52,M,Sur,urbano,nuevo,0,0.27,1,75,1,0,1,1,458,0.544,1,37,0.41,40
2801,52,F,Norte,urbano,nuevo,1,0.78,1,100,1,1,1,1,351,0.206,1,34,0.85,30
2802,54,F,Centro,rural,nuevo,1,0.89,0,99,0,1,1,0,689,0.253,2,33,0.34,7
2803,31,F,Norte,rural,nuevo,1,0.59,1,45,1,1,1,0,430,0.252,2,18,0.04,87
2804,30,M,Sur,urbano,nuevo,1,0.24,1,21,1,1,1,0,622,0.161,1,19,0.71,59
2805,35,M,Sur,rural,recurrente,0,0.55,1,61,1,0,1,0,511,0.382,5,6,0.69,6
2806,37,M,Sur,urbano,recurrente,1,0.66,0,51,1,1,1,0,597,0.303,1,49,0.6,23
2807,60,F,Centro,urbano,recurrente,1,0.76,1,81,1,1,1,0,841,0.282,3,41,0.35,86
2808,38,M,Lima,urbano,recurrente,1,0.38,1,30,1,1,1,1,676,0.72,0,16,0.16,53
2809,29,F,Lima,rural,recurrente,1,0.41,0,51,1,0,1,1,704,0.706,1,51,0.97,21
2810,45,M,Centro,urbano,recurrente,1,0.34,1,75,1,1,1,1,531,0.803,1,43,0.47,3
2811,60,F,Sur,urbano,recurrente,1,0.07,0,44,0,1,1,0,529,0.964,0,40,0.54,1
2812,34,M,Sur,urbano,recurrente,1,0.24,1,65,1,1,1,0,658,0.627,2,57,0.7,31
2813,45,M,Centro,rural,recurrente,1,0.77,0,21,0,1,1,0,623,0.83,5,11,0.67,58
2814,42,F,Lima,urbano,nuevo,1,0.39,0,55,0,1,1,0,388,0.842,3,42,0.39,72
2815,50,M,Sur,urbano,recurrente,0,0.84,1,87,1,1,1,0,801,0.573,1,40,0.71,44
2816,40,F,Sur,rural,nuevo,1,0.05,1,31,1,1,1,0,756,0.346,3,23,0.84,16
2817,41,F,Lima,rural,recurrente,1,0.89,1,65,1,1,1,0,446,0.727,4,39,0.74,60
2818,64,F,Centro,urbano,nuevo,1,0.85,1,79,1,1,1,0,687,0.913,1,39,0.29,44
2819,52,F,Norte,urbano,recurrente,1,0.16,1,34,1,1,1,1,445,0.44,3,6,0.56,88
2820,66,F,Sur,urbano,recurrente,1,0.54,1,53,1,1,1,0,566,0.474,4,47,0.1,73
2821,69,F,Lima,rural,recurrente,1,0.76,1,6,1,1,1,1,751,0.441,4,59,0.07,21
2822,41,M,Centro,urbano,recurrente,1,0.18,0,14,0,1,1,1,363,0.658,2,26,0.0,43
2823,55,M,Lima,urbano,nuevo,1,0.62,0,70,0,1,1,0,433,0.93,3,41,0.36,83
2824,52,M,Lima,rural,recurrente,1,0.57,1,88,1,1,1,0,620,0.479,3,45,0.94,11
2825,50,M,Norte,rural,recurrente,0,0.59,1,100,1,1,1,0,493,0.077,3,50,0.19,69
2826,59,M,Sur,urbano,recurrente,1,0.81,1,76,1,1,1,1,668,0.887,1,45,0.51,1
2827,69,M,Sur,rural,recurrente,1,0.63,0,76,0,0,1,0,380,0.974,1,21,0.6,21
2828,32,F,Sur,urbano,recurrente,1,0.82,1,37,1,1,1,0,367,0.493,0,26,0.96,60
2829,61,F,Norte,urbano,recurrente,1,0.03,1,88,1,1,1,0,398,0.345,0,15,0.95,11
2830,67,F,Lima,urbano,recurrente,1,0.21,0,47,0,1,1,0,324,0.856,2,54,0.92,47
2831,38,M,Centro,rural,nuevo,1,0.82,1,21,1,1,1,0,603,0.218,2,24,0.34,70
2832,41,F,Lima,rural,recurrente,1,0.05,0,29,1,0,1,1,776,0.037,2,13,0.12,74
2833,33,F,Sur,rural,recurrente,1,0.08,1,65,1,1,1,0,809,0.707,2,9,0.28,44
2834,41,F,Norte,urbano,nuevo,1,0.27,0,21,0,1,1,0,676,0.309,1,22,0.07,35
2835,28,F,Lima,urbano,recurrente,1,0.1,1,50,1,1,1,1,668,0.564,3,22,0.37,79
2836,66,M,Norte,rural,recurrente,1,0.54,1,18,1,1,1,1,837,0.312,0,13,0.65,52
2837,60,F,Centro,rural,recurrente,1,0.61,0,59,1,1,1,1,331,0.864,2,27,0.03,51
2838,66,F,Centro,urbano,recurrente,0,0.83,1,7,1,1,1,1,479,0.446,3,59,0.77,59
2839,27,F,Sur,urbano,nuevo,0,0.19,1,26,1,1,1,0,594,0.15,2,9,0.31,7
2840,43,M,Norte,rural,recurrente,1,0.31,0,61,0,1,1,1,696,0.665,2,1,0.92,42
2841,64,M,Sur,urbano,recurrente,0,0.58,0,65,1,1,1,0,421,0.089,1,43,0.62,74
2842,52,F,Norte,urbano,recurrente,1,0.89,1,34,1,1,1,0,307,0.965,0,3,0.5,11
2843,31,F,Norte,rural,recurrente,1,0.73,1,93,1,1,1,0,319,0.033,3,9,0.53,71
2844,42,M,Centro,rural,nuevo,1,0.09,0,86,0,1,1,0,689,0.483,3,3,0.73,31
2845,42,M,Lima,urbano,recurrente,0,0.05,1,13,1,1,1,1,631,0.67,3,24,0.26,21
2846,63,F,Lima,urbano,nuevo,0,0.51,0,91,0,1,1,1,801,0.708,1,50,0.62,84
2847,45,M,Centro,rural,recurrente,1,0.44,1,44,1,1,1,1,441,0.894,0,48,0.51,45
2848,42,M,Centro,urbano,nuevo,0,0.65,1,6,1,1,1,0,479,0.005,1,42,0.31,74
2849,48,M,Norte,rural,recurrente,0,0.29,1,77,1,1,1,0,566,0.026,3,46,0.26,8
2850,49,F,Lima,urbano,nuevo,0,0.38,1,25,1,1,1,1,812,0.532,2,10,0.83,78
2851,33,M,Sur,urbano,recurrente,1,0.3,1,81,1,1,1,0,325,0.251,3,48,0.2,29
2852,38,M,Sur,rural,recurrente,0,0.14,0,22,0,1,1,0,734,0.223,1,6,0.71,0
2853,22,F,Lima,urbano,nuevo,1,0.33,0,79,1,1,1,0,797,0.319,0,30,0.0,39
2854,49,F,Lima,urbano,nuevo,0,0.13,1,10,1,1,1,1,301,0.688,1,21,0.14,40
2855,41,F,Lima,rural,nuevo,1,0.86,1,94,1,1,1,0,748,0.998,0,52,0.29,82
2856,35,M,Norte,urbano,nuevo,0,0.83,1,22,1,1,1,0,748,0.112,1,27,0.7,2
2857,47,M,Centro,urbano,recurrente,1,0.48,0,98,0,1,1,1,501,0.883,1,49,0.72,20
2858,51,F,Centro,rural,nuevo,1,0.05,1,80,1,1,1,1,652,0.456,1,31,0.01,62
2859,35,F,Norte,rural,recurrente,1,1.0,0,10,1,1,1,1,419,0.166,1,9,0.44,19
2860,43,F,Sur,rural,nuevo,0,0.14,1,19,1,1,1,1,562,0.623,0,48,0.92,80
2861,44,F,Norte,urbano,recurrente,1,0.71,1,63,1,1,1,0,534,0.394,2,2,0.63,31
2862,64,F,Lima,urbano,recurrente,0,0.57,1,9,1,1,1,0,718,0.227,2,35,0.76,19
2863,33,M,Centro,urbano,recurrente,1,0.64,0,100,1,1,1,1,414,0.833,3,23,0.47,23
2864,42,M,Centro,urbano,recurrente,1,0.2,1,12,1,1,1,1,473,0.579,1,54,0.4,59
2865,63,F,Norte,urbano,recurrente,1,0.26,1,50,1,1,1,0,317,0.707,2,49,0.76,48
2866,57,M,Centro,urbano,recurrente,0,0.57,1,63,1,1,1,0,785,0.883,1,2,0.99,79
2867,53,F,Norte,urbano,nuevo,1,0.97,1,93,1,1,1,1,373,0.799,1,48,0.12,32
2868,23,M,Centro,urbano,recurrente,0,0.09,1,21,1,1,1,1,534,0.536,0,19,0.14,84
2869,39,M,Norte,urbano,recurrente,0,0.55,1,75,1,1,1,0,451,0.47,4,14,0.58,87
2870,43,F,Lima,urbano,recurrente,1,0.31,1,48,1,1,1,1,807,0.538,1,55,0.94,59
2871,49,F,Norte,rural,nuevo,1,0.43,1,77,1,1,1,0,418,0.085,5,20,0.92,42
2872,50,F,Centro,urbano,recurrente,0,0.1,0,71,0,1,1,0,715,0.969,2,45,0.63,19
2873,59,F,Norte,rural,recurrente,1,0.77,1,97,1,1,1,1,573,0.209,2,26,0.09,41
2874,64,M,Norte,urbano,recurrente,0,0.51,1,65,1,1,1,1,305,0.474,1,7,0.46,45
2875,67,M,Centro,urbano,nuevo,0,0.63,0,76,0,1,1,1,421,0.315,0,44,0.28,42
2876,45,F,Lima,urbano,recurrente,1,0.7,1,68,1,1,1,1,592,0.808,1,20,0.75,80
2877,57,M,Norte,urbano,nuevo,1,0.81,1,14,1,1,1,1,633,0.318,1,20,0.2,63
2878,67,F,Sur,rural,recurrente,0,0.5,1,16,1,1,1,0,802,0.891,2,46,0.36,74
2879,28,F,Sur,rural,recurrente,1,0.18,1,30,1,1,1,0,351,0.431,0,33,0.28,11
2880,62,F,Lima,urbano,nuevo,1,0.91,1,63,1,1,1,0,311,0.303,3,10,0.89,56
2881,36,F,Lima,urbano,nuevo,1,0.59,0,88,0,1,1,0,581,0.435,1,24,0.04,15
2882,28,F,Centro,urbano,recurrente,1,0.27,1,98,1,1,1,1,752,0.07,1,22,0.48,25
2883,21,M,Centro,rural,nuevo,1,0.44,0,97,0,0,1,1,394,0.71,3,3,0.58,34
2884,64,M,Norte,urbano,recurrente,0,0.14,1,13,1,1,1,0,645,0.798,1,33,0.65,75
2885,25,M,Lima,rural,recurrente,1,0.46,0,27,0,1,1,1,339,0.7,4,6,0.06,15
2886,23,F,Norte,rural,recurrente,1,0.91,1,4,1,1,1,1,573,0.64,1,38,0.19,28
2887,21,F,Centro,rural,recurrente,1,0.02,0,71,0,1,1,1,763,0.446,3,48,0.02,27
2888,24,M,Norte,urbano,nuevo,1,0.42,1,46,1,1,1,0,667,0.146,2,45,0.31,9
2889,60,M,Norte,urbano,nuevo,0,0.67,1,45,1,1,1,1,829,0.023,4,16,0.22,42
2890,55,F,Norte,rural,nuevo,1,0.07,0,10,0,1,1,0,644,0.676,2,59,0.27,81
2891,52,M,Lima,rural,recurrente,1,0.99,1,98,1,1,1,0,437,0.865,4,40,0.76,39
2892,62,F,Sur,urbano,recurrente,1,0.65,0,59,0,0,1,0,840,0.897,2,11,0.49,64
2893,54,F,Lima,rural,nuevo,1,0.06,1,61,1,1,1,0,386,0.559,2,19,0.08,6
2894,63,F,Norte,urbano,nuevo,0,0.61,1,16,1,1,1,0,523,0.343,3,14,0.92,85
2895,45,M,Centro,urbano,nuevo,1,0.35,1,66,1,1,1,1,791,0.625,1,46,0.57,85
2896,30,F,Sur,urbano,recurrente,1,0.78,1,35,1,1,1,0,797,0.385,2,52,0.43,84
2897,41,F,Norte,rural,nuevo,1,0.62,1,32,1,1,1,0,815,0.339,3,27,0.64,14
2898,66,M,Norte,urbano,nuevo,1,0.37,0,80,0,1,1,1,513,0.074,2,3,0.19,51
2899,59,F,Centro,rural,recurrente,0,0.31,0,13,1,1,1,0,530,0.306,1,37,0.46,47
2900,47,F,Norte,urbano,recurrente,1,0.33,1,73,1,1,1,0,330,0.705,4,50,0.78,17
2901,47,M,Norte,rural,recurrente,0,0.65,1,89,1,1,1,0,756,0.525,2,32,0.57,87
